Content,Emotion_predicted,Emotion_actual
My chick wont shut up Will only stop chirp if i sit with the bloody thing,worry,sadness
heyy nat twitter twitter twitter you ll get use to it hahaha love youu,happiness,love
bye edinburgh i don t want to leave,sadness,sadness
oh no say it aint so,worry,worry
Happy mother day,love,love
I design the banner for pretty stinkin cute no,love,love
much to do by 1 pm i don t think i m go to get it all do,worry,worry
go to get her ass in gear have some brekkie then make a start on the kitchen woo BBQ later too Good time,happiness,happiness
I know how you feel On the bright side you re move to a place where it would be appreciate Onwards and upwads,worry,happiness
Chris and I be stay in Glasgow instead cause there be absolutely no accomodation in Edinburgh due to the marathon,sadness,sadness
Christ meadowhall could do with better air con Too hot,happiness,love
still full from the buffet at palm my stomach actually hurt ugh gluttony bite,sadness,sadness
that ManagingOnlineForums hasn t be review on AMZN in May I d love if someone would share their thoughts,worry,worry
up get ready for skill can t wait to fail my bio final yay ugh honor class suckk,happiness,sadness
be a and it s because I miss too many leg sessions recently,worry,worry
i really be go to miss you,sadness,sadness
We can compare horror stories mate LOL,happiness,happiness
a nice pre mother s day dinner out Now a cocktail before retire for the even,happiness,happiness
Ha the lead singer give me a high five and i get one of their guitar pics,happiness,happiness
morning twitterland Happy Monday,happiness,worry
about Mr Socks tonight,worry,worry
i dont get one fine i say texting be way more meaningful than twitter,worry,worry
my mac s hard drive crash then i bring it to powermac they couldn t recover the file no back up,worry,worry
thank man I appreciate it You rock sir,happiness,love
that would be awesome i think i hate how expensive phone be,hate,happiness
guess I miss out on more than beer and a good time,sadness,sadness
FRIENDS reduce stress inside me Thanks to Bright Kauffman and Crane who be create these series love love love,love,love
thank you ve be quiet lately,worry,love
computer at work hat me have to call tech support Again,sadness,sadness
I really want a Shish kebab Going to have to settle for toast,worry,sadness
cold weather be make my teeth hurt,sadness,worry
Are y all come out today We could go to the graveyard HOORAYY,worry,happiness
to go out tonight but cant get home,worry,sadness
I break some rule and don t take tension for them,worry,happiness
chillin at home,happiness,worry
still in bed and on the laptop yep borin,sadness,worry
Yes we both do win,happiness,love
Never be to the USA before It would be great to the cruise tour next year Whatever it be its gon na be a blast,happiness,worry
really want a milkshake I have no money,worry,worry
sooner than later nov 18th a night off successful over and over for the last 2837 hours heavenn,worry,happiness
jenn jenn oh why oh why win t u pass on ur iTunes knowledge onto me,worry,sadness
Aww thats such a lovely thing for u to say to me be u do any in manchester x,love,happiness
yeah it can be tough some time,worry,sadness
on my parade of beer and fire,happiness,worry
time to learn another language,worry,worry
that s great wee visitors,happiness,happiness
PhilipHotchkiss Sorry but I don t see a Twitter user name,worry,sadness
nice to see you on twitter,happiness,happiness
it d take jamy 6 months to figure out how it work I want to go see a movie tonight then i remember the game be on,happiness,worry
Mother s Day to every single mom out there I love my mommy,love,love
I have to sleep Tomorrow I will sttart my photobook for my Jonas concert Its just in 1 week 4 days and 16 hours,worry,worry
P S I hate your work schedule I wish you could come play tonight,sadness,hate
only 1 problem though i need to call Stoopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net sads,worry,worry
how fun to see what people on the other side of the pond be get up to right now thank so much for share,happiness,love
4 30am sleep timee I want to watch Gossip Girl but i m way too tire Goodnight,worry,happiness
I m really tire of these migraines Endometriosis amp Fibromyalgia amp Migraines amp sleep probs just compoundin ea other since surgery,worry,sadness
it rain it pour Life suck,sadness,worry
follow your dream chase them Richard Dumb who I think be very smart,happiness,happiness
We forgive you and we have miss you,sadness,sadness
wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,worry,worry
i wish i m on lock down we need to catch up though seriously,worry,worry
hey when be you next in the UK,sadness,love
many good show come up and no money to buy ticket fmfl brand new at the troub,happiness,sadness
at home At the moment Iï ½m speak to my aunt on the telephone and Darius be neighting in the backround Miss my little horse,sadness,sadness
crawl through NE pdx,worry,love
wish people would leave jon amp kate alone i really like that show,sadness,worry
longer work at swiss chalet,worry,worry
more days with slow internet,worry,worry
work early,worry,worry
like yoga to clear the mind and make you realize how crappy things really be,worry,sadness
quot donnie rock quot if u could only here it my 2year old run around every where sayin quot donnie rock quot,happiness,happiness
ah I misunderstand your message but really dislike the F word in the url good luck with the march,worry,sadness
they look nice atleast haha lt 3,happiness,happiness
im kinda tire enough to sleep but quot Migrate quot have get me up sing along haha,happiness,happiness
wed hope i can experience that love one day cheer to the beautiful couple umm do the hawk win no really,love,love
yes and it last way past my bedtime,happiness,happiness
be so good and it will much greater on Thursday at 5pm,happiness,happiness
i have the worst paper cut on my knuckle from all the paper i be handle i hat this damn research paper,worry,hate
Parvo suck So sorry pup have it I lose a puppy to parvo many moon back Still sad over it Hope he s better soon,worry,worry
for a special girl im feed up of bein hurt,worry,sadness
therealkyra aww what s the matter kyra we SugarLoot miss you,sadness,worry
Mother s Day to all the moms out there,love,love
like tons of chocolate today 3 weeks of eat healthy all go with one day of unlimited eat LOL,happiness,worry
Thanks Happy Mother s day to you too,love,love
I just retweeted your jesus post as it make me laugh don t worry wasn t a subliminal code,worry,happiness
Morning Lou I Have some housework to do then im off to Church,happiness,worry
Thank you and hope you be have a great day,happiness,happiness
be invite to a bbq tomorrow night gon na miss the BGT final Wonder if they can wheel the TV outside,sadness,sadness
n o   t e x t,worry,worry
go get my teeth take out,worry,worry
Sounds awesome wish I could go but no way I could afford it Have fun,happiness,worry
followfriday although she doesnt consider me a sweetheart to,worry,worry
morning guy Dont forget Today be mother day Mommy I LOVE YOU Youï ½re the best lt 3,love,love
free ice cream though,happiness,sadness
just something different than all the text around it There s no difference whatsoever,worry,worry
out me Followers List and block the porn girls amp Crap Now I look like a spammer,worry,hate
I m sorry Andrew I wish there be something I could do,worry,sadness
Verizon not to send anyone before 11 He show up at 10 Got ta deal with this bullshit now dunno how long I ll be offline,worry,worry
watch UP in 3d that movie be so beautiful but so sad at the same time,sadness,sadness
name be Tony not hey quot poor tony,worry,worry
forget I have lumpia and pancit in my fridge from last night Yay,happiness,happiness
just fell go into my house not fun,sadness,worry
car have an alarm amp immobiliser so it make it incredibly complicate AND costly I have no key code neither for the immobiliser,worry,worry
Can t wait you amp Katie always end up with some of the best interview,happiness,worry
yes ma be u do have a pretty smile but you also win t eat chipotle with me,happiness,sadness
yeah somehow it be one i m hop for someone to have tap it iz coward herself,worry,worry
I KNOW I m so excite for them,happiness,happiness
fun with all my dolls tequilla carne asada and my mom dance funny,happiness,happiness
GOSSIP GIRL Episode 23 The Wrath of Con,happiness,love
dude i try the vegetarian thing and i last about 2 months good luck go vegan be intense good move though,worry,happiness
hug still feel poorly be you,worry,sadness
catch in the rain outside now im cold bbrr,worry,sadness
sorry about Mr Grey Menlo,worry,sadness
The suckiest class ever But I m learn atleast Te quiero Tiasha,worry,happiness
Mother s Day to all the mother time for me to hit the hay much love my tweeps,love,love
awe I be sorry probably true,worry,worry
Trent don t get mad at me but I keep think you re pretend to be engage for some reason,worry,happiness
5 happiness chinese totally disappoint the food be USUALLY good FAIL,worry,sadness
You be very much welcome,happiness,happiness
get off the phone with lainey the love of my life Now im take a crap,sadness,happiness
about go out tomorrow cos its the first time since my daughter be bear she s 2 HELP,worry,worry
today be Happy Star Wars day I m suppose to say may the 4th be with you,happiness,happiness
i know mark be still one of my favorite boys ever So nice and adorable,happiness,love
hate this bite,hate,hate
I m not either We should have go out snicker Although I be enjoy listen to RR and my beer,sadness,happiness
get a new lizard This should be fun x,happiness,happiness
bugger that would have be nice but typically we re head to Bristol,happiness,love
No clever headline Sorry Salt Lake City 29yr,sadness,sadness
and itï ½s FFA evil grin but Iï ½m so busy at work today I wonï ½t get anything do,sadness,sadness
WILL CRY I can t believe that I lose the chat,sadness,worry
I m pretty bore with it too,sadness,sadness
aww you get love foe me yup yup I get love for mr Sween all day everyday,love,love
i know i would of go to red river but i forget bout it and be tire from work we need a donut hole eat date soon,worry,love
will add that It should be hard really to keep track of 500 avatars,worry,worry
samjmoody Happy Mothers day Xx,love,love
Woohoo Well Done I start Macarena ing too,happiness,happiness
just nothing perfect in life darn it,sadness,sadness
i didnt krystal spend the night last night i dnt think i post that but ya we laugh a lot SQUIRREL amp HOUSE new inside joke,happiness,happiness
Bummer I hope it doesn t continue too long,worry,worry
finish 3rd year Moving onto 4th year on Monday It s soo scary This time next year I will be finish my standard grade exams,worry,worry
that be so disappoint,sadness,sadness
afterJune 1st,happiness,worry
I m dead bore but also dead poor Student life be a piss take,sadness,sadness
school with everyone before the first class of the day 18 days,happiness,happiness
sad about miss out on the opportunity to be in valencia s new video,sadness,sadness
At bus boys and poets order medici and white chocolate banana bread pudding,happiness,happiness
another note geoDefense Easy down Onwards to the medium map where a whole other world of pain await my exploration,worry,worry
man i still haven t see that movie too bad i m at work,worry,sadness
i know right i m super excite i tell y all this be the busiest time of year for me,happiness,happiness
close all locations but tally so harsh might have to transfer school,worry,worry
i have my son when i be 16 he s now 10 and twin at 19 age doesnt matter there be worse parent out there that be older,worry,worry
this be sweet im love those bracelets btw,love,love
he be the meanest lil boy ever When I be a lil girl everyone love me,love,sadness
thank amy its full of hotness,happiness,happiness
sister just call she s officially in labor Looks like Anna and Josie be get a new cousin today And this one be a girl,worry,love
most definitely will also i want to say quot perfect time quot be my favorite track it seriously make me tear up,happiness,love
Geesh 5 days straight he s not the boy nside joint LOL head with and then go c BF,happiness,love
aint get my vanilla frosty yet,worry,worry
I usually do if there be choice but I be lucky in that most foods I love be generally very healthy except ice cream,love,happiness
sadly we be too late for TraceyCakes but we get them elsewhere not the same but still yummy Tea w wee on wknd,sadness,sadness
I just roll over my toe with my desk chair,worry,hate
ha nice that s about all the german you re gon na get from me after that it s just count and jibberish,happiness,happiness
hahah really some guy say i look 14 i dont look young,happiness,happiness
niece have e learn yesterday She use my computer I have like 2 3 hours of sleep only I be cranky and I behave like an ass,worry,hate
have awesome fruit and vegetable juice at the open of Lam s noodles at 8 tradehub21,happiness,happiness
It s kind of like learn as you go the blog thing and Twitter too,happiness,happiness
ur welcome anytime,love,worry
no news on the kid They can t find the parent,worry,hate
legally old enough to get a summer job outside of babysitting,worry,worry
wow that be an awesome review carry it with you everywhere laminate it read it when down just plain cool,happiness,happiness
be very unhappy this morning amp it s definitely not a hangover either I d call in sick to work except Heidi need a ride home,worry,worry
buy the team Zotz and they decide to roast me,sadness,worry
i couldn t eat all my nuggets finish them for me,happiness,worry
Thanks for your support as I keep update it help,happiness,happiness
mee too it s look amazee,happiness,happiness
lol 30 minutes slow in a sec i be just have fun tear down old posters and put up new ones,happiness,happiness
watch wayy too much Beverly Hills 90210 today and I be not proud of that fact TV FAIL,worry,sadness
to i can t wait akon feat t pain i love this song,love,love
have no one to go to the spring show with,sadness,worry
n o   t e x t,worry,sadness
yea i just get outta one too i want him back tho but i feel the same way i m cool on dudes for a lil while,worry,sadness
get home do art all day i want to be in a film,worry,worry
I m over today 3 wrong answer in a row My brain s not work today,worry,sadness
oh oh oh be you offer to send duck I love love love confit duck,love,love
but better hurry so you wouldn t be label as copycats,worry,worry
tempt by high volume of jeeps to start an quot acura wave quot Me too,happiness,worry
me too baby Miss you,sadness,worry
time for the top cote,happiness,happiness
him so much why do he have to work can t he just spend time with me and get pay for that lol,worry,worry
I m in Devon this weekend Cloudy but dry,worry,happiness
I can t shes take my key to muh car,worry,sadness
hate that feel you get when you listen to a song and it completely remind you of how things use to be amp you get emotional,sadness,sadness
Bill likewise it be a pleasure next time we should spend more time talk ims09,worry,love
i dont feel like go to work today,worry,worry
just have the best roast ever but now im full haha,happiness,happiness
Hey it be a GORGEOUS day and night here too Played in the sun then a full moon light my way home Life be good,happiness,worry
HA Nice try I will outright deny any accusations But good luck with that,happiness,love
I can t this weekend sorry And Steph be work,sadness,sadness
I give up cable in these tough economic time it be either cable or shoe and you know what cable lose,worry,worry
no I just read they be go to do a remake of Girls Just Wan na Have Fun Stop it hollywood just stop,happiness,sadness
hours try to make my computer feel better,worry,worry
thanx for the bday wish ray,happiness,happiness
morning Driving to work,happiness,happiness
noo sorry my love after that i m go to pop about 7 zyrtec and go to sleep,worry,worry
My windows open and its not that cold ahahah,worry,worry
it be i dont think i can look at her now without feel heartbroken lmao x,worry,worry
wish we could have surprise them and go to H but just couldn t work it out,sadness,worry
Dunno yet would LOVE to though I keep miss them any other time for some reason S amp have fun,love,happiness
THANKS,happiness,love
my carafe go to Starbucks for my caffiene fix and the light go out just for a sec but be you kid me get to laugh Ha,happiness,happiness
florida but miss her american friends,sadness,sadness
have be play skate for two hours Now i need to get out and actually skate But it s too late,happiness,happiness
cant afford it go to school here,worry,worry
do quot drink responsibly quot mean to you Please share a tip or two if you re drink right now,happiness,worry
want to see my bud mel miss hur load,worry,sadness
computer be break,worry,worry
for Jackie s baby shower tomorrow go to relax and enjoy the weekend Monday better not come fast,happiness,love
horrible nightmares not gon na go back to sleep,worry,worry
vondt i ryggen My back hurt,worry,sadness
on my bike,worry,love
I m sure that would make Mr Koons very happy,happiness,love
Glad you have a wondrous Beltaine Mine be quiet yet in sync with the season Miss you all,love,sadness
You be absolutely amaze in the Wolverine you re soo beautiful you re also such an amaze person i look up to u,love,happiness
oh that s my baby picture i try to convince myself i m still that cute heheh,worry,love
I have a migrane,worry,worry
NeyomFriday I m here Jdubb be his funky job I guess We re neglect,worry,worry
download for quickpwn 3 0b5 with cydia Thanks for play,happiness,happiness
dont know where to get my hair cut,worry,worry
Lol Wat be Vibes doin on Atlantic amp where s ur shirt in your twitter pic lol,happiness,happiness
long nem page from intraday trade for dummy book,happiness,hate
little 3 mile run do 22 5 minutes I m exhaust Not impress with the HRM,worry,sadness
Hey im a fan from New Zealand Loving the show even tho we be soo behind in the episodes haha Keep up the good work,happiness,happiness
shecky95 Happy Moms Day to u as well and many more to come,happiness,love
my way to shreveport to forget all the bad things he s bring into my life,worry,sadness
i like the positivity And no you may NOT change your carrer crazyb dog lady just isn t the same when s your maths test x,worry,worry
need some hot green tea I cant sleep,worry,worry
Glad you like,happiness,happiness
darn cold just keep get worse i buy some hayfever pills just to try out maybe i ve have that all along,worry,worry
Britain s Got Talent Such a cute little girl Feel so sorry for her Hope Simon find the time xx,worry,sadness
Mother s day miss my mom so much Always will be the best mom ever,love,love
Nickchien i be happy to break my twitter virginity with you two,happiness,worry
to my best mate and my boyfriend on msn,love,happiness
be depress All the seinors be ball Really sad,sadness,hate
be in the State of Cheese YUM Green moo cow pasture everywhere and super friendly Lutheran s too,happiness,worry
Thanks hun it be great,happiness,happiness
apparently my dad think its ok to stalk my twitter this have be the worst week ever i hate my life,worry,worry
Happy STAR WARS Day,happiness,happiness
with my baybee sarah i love this girl,love,love
tap shoulder forget,sadness,worry
JUSt qOt HOME fROM tHAt PARty it S 2 OO a m i M MAN tiRED GOODNiqHt AND HAPPY MOtHER S DAY 2 ALL tAkE CARE amp GOD BlESS,love,happiness
week start,worry,sadness
Thank you Tomorrow be my b day too I tease my Mom and tell her I be her Mother s Day gift,love,happiness
hate hiccup,hate,hate
Ah so 15 months I m sure he be advance and it s not you be bias they seem to grow up faster these days now I sound old,worry,sadness
Caminker pass away today She will be miss but may she rest in peace,sadness,sadness
want 2 get my nail do today but accord 2 superstition I can t Guess I ll have 2 wait til tomorrow then off 2 French,worry,worry
sry twitterfon be kinda shit i will stay at tweetie this world be so unfair you always have to pay for good stuff,sadness,hate
sun just come out Pray for me guy Writing skills test No pass no class no graduate,worry,worry
Good night Sorry I miss you during our morning window See you at 5 I suspect,worry,love
get to kansas city and excite for a fun weekend with my family my sis parker and josh,happiness,love
hurt to breathe again Why,worry,worry
at YVR Fog delay be in SFO so we can t leave yet,worry,worry
guy just do da usael notmuch really lt 3 sad me,sadness,sadness
love that my boyfriends love my mac n cheese he even take some to work with him,love,love
aww hey I didn t know this be you LOL I m sick No outtie for me,worry,sadness
thank clair I haven t watch it yet,happiness,happiness
Yay I m so happy you get to meet her,happiness,happiness
thank you You too I hope this turn out to be a top week for you,happiness,worry
system that look to bring us rain today be go to miss us,worry,sadness
Still jealous,worry,sadness
Trek rock It be WAY better than I expect,happiness,happiness
I m have a bev by myself too Sometimes you just have those kind of days and you need to relax,sadness,sadness
to bestbuy today and find that they have pretty much ever HP except the one i want to look at,worry,worry
that i wasn t include in the morcom garden quiz on facebook,sadness,worry
why not its the most retard thing someone could do at their 16th and you know me I like to be retard 8,worry,happiness
yeah i know hun spammers seem to move fast though already have two in first few minutes of post Block em,worry,worry
need to get my act together At the mall again instead of study,worry,worry
chocky cake in the oven smell delicious,happiness,worry
great show on Friday champ Enjoyed it,happiness,love
in the friendly game one asshole hit me in the knee Now I m lie in bed with a heat cream stink and ice bore very much,happiness,hate
i shorry bebeh it okeh ada one more chance,worry,worry
fuck car service never come now I only have 30 minutes to make it to the airport Wish me luck yall,sadness,worry
horse in both legs all night What the fuck,worry,worry
didn t catch the Jonas Brothers Facebook Webcast It already end when I log in to my Facebook account,worry,worry
just wake up,happiness,worry
congratulations for your mom for tomorrow buenas noches,love,happiness
still no michigan show where s the love,worry,love
either way you always tend to make my followfriday list sweetie you do rock that much,love,love
I think it s time for bed even though I ll probably surf the net for another hour before I go to sleep lol Goodnight,happiness,happiness
crossfit run today agitate my right leg,worry,sadness
Mother s Day to every mommy out there,love,happiness
KoSoVaR get a limit sell 94 for even pretty much cover commission Didn t like my entry on this one,sadness,worry
such a romantic novel I cry in the end Now I m go to bed I m so tire,sadness,sadness
morning twitter ers rise and shine just on my way to school,happiness,love
TWITTER SHIT KAN EAT THE GUN NOW AN I DON T EVEN BE GOIN IN SMFH OVER REACTIN 4 NOTHIN I NEED 2 STAY STRONG,worry,hate
but I m sure you ll find a new set of challenge at twitter Best of luck,happiness,worry
paradise fly catchers abandon their nest they be start again but it s gon na b tough,worry,worry
Mother s day God bless you amp all mother s worldwide mother nature technology emotion in motion,love,love
Congratulations I wish I could be there to see it happen,worry,happiness
thank,happiness,love
know what it be to see people you love most in his country and could not get closer,love,sadness
grr my parent leave probably 15 minutes ago to belgium and typical i wake up a stupid o clock,sadness,hate
Taking the souls of your friends and family and watch them die be a nightmare Trust me,worry,sadness
be I still upp LOL Work in less than 5 hours,worry,worry
dios acaban de tocar The Pains Of Being Pure At Heart en el primavera sound life be not fair,worry,sadness
an undeniable truth I suck at talk to people No good at make a connection i come off as either strange or distant,worry,sadness
from a wonderful vacation Had perfect weather and now back to the rainy burgh and reality,happiness,worry
ok shaaqt spitphyre limeice unitechy Love you girls but work beckon Will come back later for twpp,love,love
How vile be people they have to remove things that have a value,worry,worry
least I get to watch over time Let s go Pens,worry,happiness
my favorite coworker just get a new job he s do marc jacobs show now not fair I don t want him 2 go,sadness,love
watch what happen in vegas it be really good,happiness,happiness
to draw some manga anime for our new website very bad idea,happiness,hate
i d seriously kill for a bath the now but we only have a shower cubicle I miss bubble bath,sadness,sadness
Yay I Feel Loved By You And My 113 Creepy Followers,worry,happiness
Beauty Going out now,happiness,love
want to go to Maker Faire tomorrow but I be SO SICK makerfaire,worry,sadness
tummy hurt,worry,worry
I know how you feel Darian be in LA with Bam and I be miss him terribly And I win t see him until Sunday,worry,worry
have you see the game on the website awesomness go on msn,happiness,love
make sure you practice your hoop today,happiness,worry
love be able to run my tongue along my teeth,love,love
no not yet I eat a couple I love Reeces but they be hard to get in NZ I stock up bigtime in the States,worry,love
cant WAIT to be home and snuggle with my puppies and my Fiance,worry,happiness
its look like the magic,happiness,happiness
just sign up for Japanese 123 at Clark College it will be a night class with Kamei sensei only two days a week KUSO,happiness,love
i ve be want it for 2 years LOL that and a HD camcorder,happiness,happiness
awe i miss him so much they re on quot vacation quot which have last for like six months and i miss you,sadness,worry
it s quite hard cause when you attempt to spread it the cornbread fall apart,worry,worry
be have a day at home today which be prove to be rather lovely,worry,love
you re so much fun Star Trek soon ok,happiness,happiness
guess what i listen to love story 425 time on my ipod You evil woman youve take over my life Lol,love,love
hehe yeah but too late hun,worry,worry
Hugh Jackman TOTALLY bulk up for Wolverine So so movie but helloo nurse He s dreeaamy Yup my crush spirit be on the mend,happiness,happiness
be a MacBook Pro sit close by and my poor MacBook be ashamed with it s plastic face and side,worry,sadness
I ever tell you I absolutly hate write email status pdates be fine but email have so much finality to them,worry,sadness
YAY I m glad that I m not the only one who be about to sign away their soul to Twitter and Facebook welcome xx,happiness,happiness
sOoo I DID that i ve get u in the palm of my hand,worry,happiness
the shower too bad justin couldn t spend the night haha,happiness,sadness
everyone have a social life except me and i m babysitting my brothers tonight til 10 and i dunno if ill be allow out after that,worry,sadness
I m think you deserve an award A big shiny one,happiness,happiness
I know It be great,happiness,worry
exhaust,happiness,worry
toldd you there be thunder ew now it s all rainy D i m scar,worry,worry
wait to be at home again let the sun shine and warm my freeze bone please,worry,happiness
do u watch the day the earth stand still do u not see my bye when u get d c im sad i leave 2 and now ur go ily lt 33,sadness,sadness
TMZ HARVEY LEVIN OR TYPE TMZ IN FIND PEOPLE,worry,sadness
i just miss it,sadness,sadness
tire and I have work at 5pm fb,sadness,worry
proud of my son he s just find out he s be offer an unconditional place at music college,happiness,love
sleep so I m watch HGTV I m afraid infomercials be about to take over,worry,worry
cant afford life right now Everything i want to do be too expensive,worry,worry
i think it be just me that be like really hot My room be too hot to sleep in,worry,worry
I dont understand sensex but wow,worry,happiness
get off phone with Black Swamp Bird Observatory No report of Connecticut Warbler from Metzger or Magee today,worry,worry
be a slow day at home one of my kid be sick This little picture cheer me up,worry,worry
lol I think we be suppose to guess damn I try tho lolol,worry,happiness
Todays goal Tweet more work Im off to a good start but havent leave the house yet Welcome new followers I hope your not too bore yet,worry,happiness
how unreall,worry,happiness
mother s day,love,love
aww too bad I win t be there I d entertain the think of enter,worry,sadness
im depress like so badd,sadness,sadness
ugh I m not doin too good,sadness,worry
hop for haley,worry,worry
from work good night with epic dudes and dudettes,happiness,happiness
be nice until the plebs come in,happiness,worry
think I be safe from the INJECTIONS today only to find out my Mom will be the one who ll inject me with vaccine HELP,worry,worry
lol well i learn somethin new thx,happiness,happiness
so do you watch I d forgottenmost of it enjoy re see it but pay for it today my face doesnt bounce back anymore,worry,worry
if there s a pow wow in the chicago area definitely check it out they re so fun Happy Mother s Day,happiness,happiness
Friday but Funeral at 5,worry,sadness
ahh yay I m get into it Knockin a lot out,happiness,happiness
to stay home while my wife take my daughter and a few friends out to Tokyo Steak House sadly my body be not cooperate today,worry,sadness
a bummer that tomorrow be friday again,sadness,love
tummy kinda hurt,sadness,sadness
hii,happiness,worry
luck tonight boy,happiness,love
thats why im such an asshole,worry,happiness
Good idea I ll have to remove all the old receipt tissue paper and other nonsense before I can take a pic,happiness,worry
sleep good last night Woke up with another bellyache what s wrong with mee,worry,worry
seem like u r just push your wcm site i really cant beleive you be an IT pro and havent hear of joomla or drupal,worry,sadness
get sting by a bee,happiness,worry
still have a very depress feline fuzzball it s another trip to vet tmrw to see what can be do worry doesn t even cover it,worry,worry
have the immense pleasure of be entertain by Pride amp Prejudice for the 3rd time and I must say that I find it very much agreeable,happiness,love
Thanks hun Next time we ll all go again,happiness,happiness
Link win t open but I will try it when i have a better connection tomorrow I m curious now,worry,worry
get really spotty and my spot ALWAYS scar and NO its not because i pick them even if i dont they scar FACT my skin suck,worry,worry
YALL ITS TIME FOR ME TO GO TO MY ROOM amp CUDDLE WIT SASHA LOL SEE YALL LATER ALLIGATORS HAPPY MOTHERS DAY TO DA MOMS amp MOMS 2 BE,happiness,happiness
oh how i wish there be chick a filas by me i m definently jealous,sadness,worry
mall i once work at have turn into a very depress place,sadness,sadness
Thank you Your makeup art be top notch come to my house every morning ha ha,happiness,happiness
traumatize moment of my childhood my dog massacre baby bunnies and my brother and i get out the bb gun,worry,worry
win Great end to a great day,happiness,happiness
Sad thing be that I want to work there for years it be my dream job Was crush when I saw how crappy it be Still bitter,worry,sadness
win t be able to manage 3 nights babe have lil ones depend on me here xx,worry,worry
thank for the follow Isafailure be suppose 2 b a team thing but my friend hasn t email me or communicate n 4ever,worry,worry
Oh sure I M IN LOVE WITH THEM,love,love
go out of town this weekend play time wif my fwiends Rawrr,happiness,hate
someone edit your design be call plagiarism right but what can you do I m tire exhaust and dissapointed,worry,worry
excite to be visit by her twin and best friend dinner star gaze and a movie cool,happiness,sadness
a translation offer today couldn t say no even though it s german simple computer stuff mostly and only a couple hundred word,sadness,worry
do not feel like write monthly report tonight probably should get start though,worry,worry
really get sick ugh Fuckin nurse home Laying in bed might go run later watch some more movies with Austin Sara amp Sami leave,worry,hate
dear ITTO what could possibly be THAT bad Xo,sadness,happiness
Yes Need to listen to sad SP Songs,sadness,sadness
Oh shit happy late birthday my txt didn t send,love,worry
What s sad be that I actually have to google that term That suck tho,sadness,hate
a beautiful night im stick inside feelin ill instead of be a crazzy ass party,happiness,sadness
with copy 13Gigs across USB 1 1 Stupid old servers,worry,sadness
what happen who s the jerk,worry,hate
know I didn t care for that wolverine movie and I m a xmen fanatic That joint suck to me,worry,hate
im the shower after a long day of work it shall feel ahmazing I CAN MATH,worry,happiness
that be so much fun the banana dessert alone be worth the trip to austin we ll be back soon,happiness,happiness
through security already miss my baby,worry,worry
think I ve forget to mention some people on my video,worry,worry
hey they re at least in PST You amp I be even later wait that s not good be it,happiness,worry
hate when i make careless mistake on docs i give to my partner,sadness,worry
you certainly can and good morning to you,happiness,love
the best weekend,happiness,happiness
be seventeen today and be trek from chorleywood to see dannymcfly tommcfly dougiemcfly and in cambridge lt 3,happiness,happiness
wait 4 a real bed haha,happiness,happiness
morning sound like hard work,happiness,worry
I cancel a run in favour of stay in Wish I monies for pubulation tho,sadness,sadness
hahaha totally yaayy i don t feel so alone on twitter,happiness,happiness
full of silver bar implode on itself Delayed us an hour and we didn t even get a bar for our trouble No photo,worry,sadness
limbs be prevent me from gg out on a friday not happy i haven t be on at 12am for a v long time even more so on a fri,sadness,sadness
freo on a sunday arvo be a good hobby,happiness,happiness
Thank you,love,happiness
nope don t think I will Thnx for ask lol I will be fine,worry,worry
hate work especially when the weather be good,hate,hate
On the Boards Theater You be so loud above my head stomp stomp ugh,sadness,hate
oh no i wish i could lay out in the sun i have no garden LOL,sadness,sadness
kinda o sick n tire of the bs that guy dish out,sadness,hate
a great day,happiness,happiness
sike sike call it truce u still a bitch and my ppl still gon na air u out tho,worry,hate
glad you could make it,happiness,worry
Where s Dani Babb,worry,worry
finally get some Zyrtec for this terrible allergy attack I hope it doesn t put me to sleep before the game come on tonight,worry,worry
Birthday too mee Happy Birthday too mee,happiness,happiness
I should be able to make it to 700 update tonight lame compare to other ppls i know lol,happiness,happiness
to hit the sack get shit to do tomorrow Happy mother day MOM,love,worry
haha It do have a nice ring to it Lets get use to that ok iloveyoutoo,happiness,worry
I hear your move to Sydney next year im not happy,worry,worry
U r welcome pal u truly deserve 2 be follow,love,happiness
hah yeah its that bad not gon na lie o Have fun,worry,worry
lmao i sure do no luck though,worry,sadness
be make me hot chocolate with almond milk Mother Day festivities be start early,happiness,happiness
aquapunk Thanks very much,happiness,happiness
No clairabellejp tonight,sadness,worry
ask them what they have do with their live be annoy human be tell your mama happy mother s day,love,love
be the ish he be funny,happiness,happiness
try to find a pic for twitter but all that ihave be too big or can t upload So I shall remain faceless lol,worry,sadness
only thing i would chng about vegas be those british boys wayy to hot,worry,happiness
except the fact that it s be rain since Wednesday and not suppose to stop till Monday ew,worry,worry
great pics You should try to start sell your race photos to runners,worry,love
currently feel the wrath of too much alcohol consumption,worry,worry
two finals leave today then start her big girl job tomorrow,worry,worry
I forget that boys have feel too,sadness,sadness
be no appointments leave for the day so they re try to work me in almost an hour for a stick freak power button FML,worry,worry
lot 2do as usual laundry thank God clean house praise God cut the hedge and thank and praise God some more,happiness,worry
put the brats to bed now im chillin with noodle,happiness,happiness
thank You know that happen once in awhile,happiness,happiness
up this morning to the line quot I make this half pony half monkey monster to please you But I get the feel that you don t like it quot,worry,sadness
